sentence,tag,,,,,,,,,
"For *** ELEPHANT TALK will issue an invoice to T-Mobile. Parties agree that as long as: · *** ; and · the invoice for these *** delivery of the Hosting Services by T-Mobile according to this Agreement,",['obligation'],,,,,,,,,
"In the event that ELEPHANT TALK does not comply with the payment terms as set out in article 9.2.4., Parties agree that T-Mobile is entitled *** ELEPHANT TALK following the ‘*** with the amounts which ELEPHANT TALK ( or any of its Affiliates) is due to T-Mobile according to this Agreement.",['permission'],,,,,,,,,
ELEPHANT TALK shall for its own account and at its own cost maintain a customer support organization for ELEPHANT TALK Customers.,['obligation'],,,,,,,,,
"In addition, T-Mobile shall provide second line customer care support to the back office of ELEPHANT TALK’s customer support organization, according to Appendix 1, 2 and 6.",['obligation'],,,,,,,,,
"For the avoidance of doubt, it is stated that Parties agree that T-Mobile shall not provide customer support services to ELEPHANT TALK Customers (meaning end-users of ELEPHANT TALK Customers) directly.",['prohibition'],,,,,,,,,
The Parties agree that all aspects of the content of this Agreement shall be treated as confidential and that no information in respect of the content and/or existence of this Agreement shall be disclosed without the prior written consent of both Parties.,['obligation'],,,,,,,,,
"Neither Party shall make any public announcements, including but not limited to press releases, articles, brochures, advertisements and speeches, concerning this Agreement without the prior written consent of the other Party.",['prohibition'],,,,,,,,,
"However, ELEPHANT TALK is entitled to communicate - as far as strictly necessary for the proper conclusion of its agreements- to the ELEPHANT TALK Customer that its services are provided by (the) T-Mobile (network).",['permission'],,,,,,,,,
"ELEPHANT TALK Customers shall be entitled to communicate that the network coverage is provided by T-Mobile, only in case they are asked for it.",['permission'],,,,,,,,,
"Under no circumstances, ELEPHANT TALK Customers shall make any public announcements, including but not limited to press releases, commercial articles (not being technical or business articles), brochures, advertisements, public speeches and other promotional material, that its services to mobile end-users are provided by the T-Mobile network.",['prohibition'],,,,,,,,,
ELEPHANT TALK shall do the utmost to ensure that the communication to mobile telecommunication end-users- including the communication of ELEPHANT TALK Customers - shall be in accordance with this article.,['obligation'],,,,,,,,,
"The Parties hereby agree to treat all information exchanged between them (hereinafter referred to as ""Confidential Information"") whether for the purposes of this Agreement or not as confidential and agree not to disclose such Confidential Information in any manner whatsoever in whole or in part except as provided for in the article 11.4.","['obligation', 'prohibition']",,,,,,,,,
"The Parties may disclose Confidential Information only to employees, attorneys at law and accountants or other professional advisers who need to know such Confidential Information for the purposes of participation in the discussions connected with this Agreement between the Parties and any transaction resulting there from and who are informed of and bound to the confidential nature of such Confidential Information.",['permission'],,,,,,,,,
"Notwithstanding the above, in the event that the receiving Party or (to the receiving Party’s knowledge) anyone to whom the Confidential Information has been supplied to by the receiving Party receives a request to disclose under the terms of a subpoena, order, civil investigative demand or similar process issued by a court of competent jurisdiction or by a governmental body all or any part of the Confidential Information, such receiving Party agrees to: notify the disclosing Party promptly in writing of the existence, terms, and circumstances surrounding such request; ii. consult with the disclosing Party on the advisability of taking legally available steps to resist or narrow such request; iii. give the disclosing Party the opportunity to defend, limit or protect against such disclosure; iv. if disclosure of such information is lawfully required, furnish only that portion of the Confidential Information which is legally necessary or appropriate in the light of all the circumstances and seek to obtain confidential treatment for any information required to be disclosed.",['obligation'],,,,,,,,,
"In no event shall either Party be liable for indirect or consequential loss or damage, including but not limited to, loss of profit, loss of sales or turnover, loss of or damage to reputation, loss of contract, loss of business, loss of anticipated savings and interest, increased operation costs, increase maintenance costs even if such loss or damage was reasonably foreseeable or if a Party had been advised by the other Party of the possibility of incurring such loss or damage.",['prohibition'],,,,,,,,,
In no event shall any employee of either Party or of an Affiliated Company be liable to the other Party for any act of negligence or intent under or in connection with this Agreement.,['prohibition'],,,,,,,,,
"Any claim for damages must be notified to the other Party within six (6) months as from the date on which the damage was caused, failing which such claim is deemed to be waived.",['obligation'],,,,,,,,,
"ELEPHANT TALK will be fully responsible for the settlement of, and shall indemnify (“vrijwaren”) T-Mobile against any claims made by ELEPHANT TALK Customers or third parties with whom ELEPHANT TALK has a (contractual) relationship and which claims are related to this (contractual) relationship",['obligation'],,,,,,,,,
"Notwithstanding anything stipulated in the Agreement, T-Mobile may without liability suspend or terminate whole or part of the Hosting Services in relation to one or more ELEPHANT TALK Customers, in circumstances where T-Mobile would suspend or terminate those services to its own customers, in the following circumstances - or circumstances of similar severity.",['permission'],,,,,,,,,
